株Y,353.10,419.80,327.30,334.80
株H,814.20,904.20,764.20,771.80
株D,820.50,900.50,773.90,790.50
株L,705.80,791.80,698.80,714.40
株M,887.40,949.00,837.50,844.50
株X,317.50,409.00,279.10,284.40
株V,616.40,682.20,595.10,614.10
株R,508.40,597.20,471.30,478.70
株K,990.60,1057.60,951.00,965.30
株E,525.00,624.50,491.70,497.80
株B,528.80,583.20,494.70,512.00
株P,501.00,599.80,487.90,502.30
株G,755.80,827.60,749.40,761.80
株P,574.00,641.30,524.40,529.40
株O,678.40,749.30,655.90,667.80
株R,502.10,570.90,454.10,466.30
株C,568.00,640.10,543.80,552.70
株O,567.50,623.60,541.20,543.50
株O,623.60,704.50,594.20,601.20
株V,699.20,794.30,651.30,660.30
株E,401.30,451.80,366.70,375.30
株H,965.70,1037.90,927.50,928.60
株T,602.10,700.00,582.30,589.50
株G,986.10,1042.00,981.70,994.20
株N,853.60,911.80,840.10,846.90
株C,389.90,464.30,358.40,377.70
株L,779.80,850.70,772.20,779.90
株F,530.10,587.40,519.70,534.80
株L,860.20,951.60,812.10,825.50
株Q,790.20,888.20,768.40,773.50
株O,591.10,669.80,588.60,592.20
株F,940.90,1013.60,933.60,940.10
株E,483.30,578.30,466.20,476.20
株O,454.30,528.40,449.30,465.90
株K,701.10,768.10,696.40,709.30
株V,548.20,620.00,528.80,537.10
株G,481.00,544.30,474.30,478.30
株M,698.00,758.80,690.20,704.80
株Y,800.70,890.30,755.60,758.20
株Q,620.20,701.20,594.70,600.80
株W,689.50,753.40,653.70,658.00
株X,507.20,567.70,483.20,499.30
株J,529.00,611.40,496.00,498.00
株O,441.60,521.90,427.80,432.50
株X,425.10,499.50,415.80,427.90
株Y,952.60,1051.50,937.90,946.70
株J,388.80,456.90,373.60,378.10
株Q,356.80,411.90,352.80,355.40
株K,866.60,928.90,837.30,851.30
株H,992.50,1074.40,962.90,967.00
株K,452.90,551.40,438.50,453.40
株Y,818.50,880.70,793.50,799.70
株C,930.80,983.40,900.40,917.20
株S,712.60,809.70,708.10,719.20
株Q,456.90,543.70,423.20,436.20
株Y,300.20,399.50,252.70,269.50
株V,929.90,1024.10,918.90,929.20
株S,389.30,444.30,362.70,369.40
株G,728.70,798.10,708.50,726.70
株P,945.80,1004.70,927.40,941.40
株X,480.80,570.00,451.90,464.20
株T,300.50,379.40,255.40,271.30
株D,325.80,418.10,290.30,310.00
株C,414.20,483.50,365.40,377.10
株U,344.40,411.70,329.60,346.30
株S,982.80,1057.60,963.10,975.10
株W,337.20,403.90,291.40,295.70
株R,732.40,808.80,719.40,731.20
株S,438.80,495.30,397.90,406.70
株S,735.10,823.10,716.30,730.30
株Y,868.10,959.10,820.90,832.20
株Y,791.60,878.40,746.50,756.10
株J,700.70,786.20,651.40,666.60
株W,827.10,886.70,822.30,824.70
株U,831.80,919.00,791.40,794.10
株F,802.50,869.10,752.70,770.40
株A,456.90,550.20,418.70,433.90
株F,570.10,644.00,558.50,574.50
株G,970.70,1052.00,962.90,969.50
株C,407.60,503.70,368.70,384.90
株C,360.40,437.30,347.10,361.00
株U,683.40,759.60,665.00,677.10
株S,932.00,1031.10,897.30,908.80
株M,719.00,804.20,687.10,703.50
株N,934.20,1033.00,904.40,920.60
株O,579.20,638.40,569.20,572.10
株L,506.80,558.00,500.00,515.20
株I,336.10,421.00,308.60,319.20
株V,568.80,638.10,558.00,567.50
株W,528.40,609.40,499.30,514.40
株T,362.20,450.00,344.50,350.00
株A,568.70,623.40,535.40,554.30
株F,474.50,524.70,440.90,446.90
株B,906.80,965.20,859.00,876.50
株X,718.70,792.40,679.10,683.70
株F,569.00,651.80,530.00,534.80
株N,561.20,646.20,553.70,564.50
株B,587.90,664.80,550.00,559.50
株Y,466.90,561.90,454.20,466.80
株G,791.80,841.80,775.00,790.40
株P,761.10,842.60,731.20,740.70
株T,706.30,793.00,681.10,692.70
株W,586.80,656.70,550.60,565.40
株R,510.60,574.00,476.90,484.90
株L,670.40,756.20,646.90,657.70
株D,897.00,984.70,867.60,875.80
株X,934.30,1015.90,912.10,918.90
株X,583.20,640.60,535.70,550.50
株G,920.90,985.10,911.80,920.00
株Q,909.40,961.50,882.40,891.50
株W,744.10,831.30,708.80,712.60
株T,572.00,633.00,527.20,542.60
株I,953.30,1018.70,907.20,921.70
株G,377.80,434.40,331.30,350.10
株L,548.60,612.70,507.50,526.90
株C,677.00,733.70,658.80,675.80
株D,381.60,463.50,375.90,389.10
株U,987.50,1064.60,984.90,994.20
株E,925.90,1000.80,897.90,912.20
株I,983.00,1033.80,950.60,965.70
株U,412.30,510.50,407.70,424.70
株I,341.60,399.00,337.20,352.30
株F,483.40,560.20,436.40,449.80
株S,377.80,465.70,363.70,375.90
株U,649.40,747.90,607.20,625.30
株T,724.20,793.60,685.60,703.20
株V,456.60,522.70,407.30,423.90
株S,356.00,424.10,317.70,328.60
株H,591.90,677.70,571.90,589.80
株A,559.10,624.70,534.00,552.40
株Q,494.60,583.90,478.50,498.30
株G,964.50,1019.30,927.90,928.90
株M,337.60,403.70,297.30,311.90
株V,384.40,478.40,374.10,385.40
株T,909.00,969.70,874.60,877.80
株G,804.50,859.80,776.00,784.00
株U,888.60,944.80,850.80,857.00
株S,439.70,523.60,432.40,438.20
株W,678.40,734.40,638.30,645.10
株J,305.40,392.30,274.00,278.30
株F,753.70,840.70,731.10,733.30
株W,977.40,1073.20,930.60,938.60
株D,481.20,553.80,472.00,480.70
株J,720.80,796.30,714.80,718.30
株N,989.30,1052.30,972.70,979.30
株C,385.30,447.20,353.70,355.80
株G,764.60,855.50,741.50,751.40
株L,663.30,727.50,640.50,649.40
株A,751.10,825.40,722.30,723.80
株U,753.80,850.30,721.00,723.30
株F,662.80,751.70,637.10,640.50
株F,322.40,387.10,283.20,286.40
株F,772.00,846.30,767.10,773.10
株J,407.30,483.60,375.60,395.10
株F,417.80,500.60,370.70,389.90
株L,766.80,829.60,727.00,738.70
株X,839.20,912.20,797.80,801.20
株Y,987.60,1085.90,964.00,981.30
株Y,766.50,842.80,741.80,758.60
株K,844.10,902.90,820.10,828.00
株R,868.50,951.50,819.80,821.10
株K,424.40,503.90,416.40,420.30
株K,639.10,712.30,636.10,648.40
株D,654.70,741.60,605.00,618.50
株A,337.10,405.70,313.00,326.10
株Q,360.80,414.10,351.60,355.90
株D,831.90,907.20,824.30,831.60
株M,301.90,357.20,258.20,261.60
株F,652.80,714.80,651.40,661.30
株L,377.40,464.40,365.50,380.40
株E,838.40,905.80,836.60,851.50
株D,481.90,547.40,438.90,448.00
株H,817.90,902.40,781.10,785.50
株G,875.50,958.60,859.00,876.60
株E,986.20,1049.60,964.30,984.10
株B,482.30,544.90,442.00,455.90
株F,899.90,986.80,856.80,860.80
株H,867.20,932.60,847.80,853.50
株T,652.30,750.70,630.80,634.60
株W,676.70,758.80,645.20,657.90
株E,699.10,791.00,678.90,693.30
株L,793.40,862.40,760.90,764.50
株J,894.90,988.80,872.60,881.90
株I,366.90,419.00,333.10,337.10
株W,821.90,875.50,801.90,812.40
株Q,722.20,776.60,698.30,710.10
株S,719.10,802.10,717.00,729.70
株V,872.70,928.70,860.80,875.00
株J,832.20,908.80,783.80,802.30
株M,501.50,554.70,471.40,487.80
株J,536.90,601.10,517.60,522.70
株O,693.40,751.90,670.40,677.80
株F,560.80,629.60,534.10,540.50
株I,596.30,664.30,548.40,560.60
株J,704.80,794.30,675.50,681.70
株O,999.20,1089.40,998.00,1012.40
株S,457.30,535.50,453.00,461.80
株V,409.90,472.20,397.70,408.90
株X,548.30,614.90,536.90,545.20
株F,899.80,970.70,857.10,870.80
株F,677.90,738.90,644.10,658.40
株Y,394.90,480.60,367.00,376.90
株T,863.20,925.70,836.10,846.60
株U,343.00,394.30,297.10,312.00
株E,784.30,857.60,776.40,792.40
株C,921.40,997.40,885.60,903.00
株I,303.00,392.40,298.50,313.50
株L,734.40,784.40,692.60,702.80
株T,521.10,584.00,502.40,508.10
株R,805.80,895.20,802.10,805.20
株J,791.20,866.90,756.90,771.60
株W,606.90,662.70,565.20,575.60
株I,498.10,595.30,467.50,471.00
株E,630.90,716.00,598.30,600.40
株L,347.90,413.30,335.70,342.40
株Y,358.90,449.90,346.40,347.70
株D,600.60,682.90,590.90,596.50
株U,379.50,446.70,369.90,388.20
株U,744.20,803.80,733.40,752.40
株L,868.60,957.20,846.20,864.90
株K,312.50,408.50,289.60,299.00
株Q,315.30,410.40,299.50,315.10
株Q,804.40,894.30,767.00,783.60
株B,731.10,793.40,707.30,717.20
株X,532.80,625.10,516.40,523.00
株G,437.30,526.10,396.30,412.80
株X,948.20,1029.40,941.30,948.70
株J,318.70,411.50,303.30,316.10
株K,534.80,607.70,528.10,534.20
株C,644.60,702.70,638.20,655.60
株U,742.90,812.10,710.40,717.30
株T,447.90,545.00,425.30,431.00
株L,944.70,997.70,903.00,911.70
株J,662.90,728.10,616.80,631.00
株X,745.90,797.50,721.50,740.20
株Y,838.70,920.10,791.30,807.90
株U,709.70,782.80,678.30,685.90
株G,419.60,500.90,382.50,392.80
株Q,301.30,366.10,267.70,282.60
株U,567.90,623.00,563.10,578.80
株N,786.30,881.00,759.70,769.60
株Q,318.60,416.40,303.30,315.60
株Q,351.80,432.50,346.80,360.80
株K,889.50,959.50,873.00,880.10
株J,990.60,1075.60,951.90,953.30
株A,418.30,469.10,403.10,410.90
株S,451.80,512.90,427.70,437.50
株U,907.80,958.90,893.80,905.80
株N,711.70,797.60,677.30,693.30
株I,548.30,622.70,530.20,544.10
株M,756.50,854.30,727.00,732.80
株V,331.10,418.20,309.30,310.80
株Y,769.50,830.80,733.10,734.90
株I,756.30,816.60,750.60,758.70
株L,485.40,537.30,440.00,452.40
株S,910.40,989.60,863.10,872.80
株J,494.50,577.60,445.80,452.90
株F,561.90,627.10,518.70,530.00
株X,738.30,788.80,713.50,714.90
株C,493.70,590.20,482.70,494.40
株M,784.10,857.50,758.50,765.00
株X,915.50,969.10,866.70,885.00
株L,738.60,804.50,700.80,705.00
株P,481.70,535.50,479.60,484.40
株O,854.20,940.50,814.20,825.70
株P,715.40,765.50,707.60,712.80
株B,701.50,783.30,692.00,693.80
株H,904.00,981.00,870.40,881.00
株I,725.40,778.20,697.50,712.60
株N,399.20,459.30,375.90,395.00
株L,721.80,818.60,687.00,706.50
株T,969.00,1040.00,941.20,943.50
株C,388.70,480.70,365.10,378.00
株S,805.40,887.70,773.10,789.10
株S,852.50,937.20,814.60,818.30
株D,906.90,968.60,869.60,886.30
株J,885.30,981.40,857.70,870.70
株Q,371.60,423.90,345.10,347.20
株R,508.70,574.00,504.80,509.20
株I,804.50,888.20,792.90,807.20
株O,743.40,810.70,697.70,716.90
株J,872.20,955.50,866.60,883.00
株A,407.10,502.30,384.30,394.50
株Q,530.90,586.00,507.20,512.10
株N,481.80,556.60,451.20,467.20
株A,673.60,768.90,643.90,658.00
株S,938.30,1021.20,891.90,904.90
株J,405.50,465.30,369.60,387.60
株N,722.80,786.00,697.30,704.50
株N,441.10,501.20,425.10,440.00
株X,313.40,403.10,290.30,306.00
株A,868.90,965.40,858.40,877.20
株M,746.40,829.70,726.30,744.40
株X,669.70,740.70,641.20,660.00
株W,430.10,507.00,383.10,397.10
株X,723.90,814.70,698.50,706.20
株Y,653.10,719.40,608.70,626.60
株Q,411.40,462.10,405.40,423.90
株D,884.30,937.00,855.00,858.70
株O,974.10,1053.90,944.70,950.90
株K,816.40,900.00,808.90,816.20
株V,493.60,546.10,446.80,453.50
株L,721.00,776.60,692.80,708.50
株P,882.90,973.70,878.30,895.90
株E,367.90,462.00,321.90,335.60
株M,813.10,891.10,783.60,797.90
株L,766.80,823.50,741.00,754.90
株S,537.20,616.30,531.50,546.30
株K,570.80,631.40,554.50,569.60
株E,446.40,529.50,424.80,439.70
株M,495.40,592.30,463.60,475.60
株T,876.30,949.00,835.00,852.00
株J,609.60,668.70,566.00,578.40
株F,465.10,562.10,419.00,432.50
株C,539.40,637.00,529.70,546.80
株S,868.50,919.10,826.30,827.30
株Q,740.60,823.40,728.90,735.80
株I,955.50,1018.80,933.40,944.40
株O,873.50,968.10,840.10,853.60
株Y,964.00,1039.00,960.60,965.10
株T,718.50,774.60,713.30,731.60
株N,423.70,505.00,411.00,417.20
株E,735.60,808.20,713.60,718.60
株P,565.30,626.20,534.10,535.80
株O,915.50,986.90,896.00,908.80
株H,887.20,980.60,850.30,863.40
株L,477.00,565.70,437.50,450.20
株Q,952.00,1010.20,937.30,954.40
株C,505.60,593.80,457.90,470.70
株F,830.50,897.10,826.00,841.10
株Y,632.20,700.70,627.10,637.10
株B,707.00,802.10,659.60,664.50
株Y,953.60,1008.20,939.30,957.20
株R,511.90,609.10,464.60,480.10
株R,731.60,820.60,701.00,710.30
株I,642.10,739.80,599.50,616.00
株O,860.20,914.70,849.10,865.50
株C,432.40,531.50,427.40,440.80
株L,532.30,600.70,499.40,511.60
株N,831.80,924.30,821.90,834.50
株F,741.80,816.80,708.00,713.50
株P,319.90,419.10,315.20,329.10
株M,747.20,799.20,711.20,727.50
株F,455.40,536.20,410.20,420.50
株X,542.10,617.60,528.60,541.30
株V,323.20,417.60,317.40,336.70
株D,598.10,649.30,591.20,603.40
株M,406.20,473.00,367.20,376.00
株J,312.30,404.40,286.00,303.90
株E,646.00,711.70,637.70,639.40
株U,637.50,697.20,624.40,639.60
株T,941.20,1013.00,912.60,915.90
株U,959.60,1031.70,931.10,935.00
株S,387.10,455.40,373.20,385.30
株R,980.90,1067.80,968.40,979.40
株Q,897.80,995.80,885.40,897.80
株S,320.50,386.10,291.00,300.50
株T,378.30,441.80,364.00,368.30
株R,565.30,657.30,546.60,561.90
株J,590.80,673.20,583.30,588.20
株M,453.70,506.20,446.90,465.60
株Y,486.70,537.30,469.30,479.00
株Y,493.30,580.20,457.60,468.50
株X,806.60,899.00,794.80,799.50
株N,839.40,903.60,829.00,831.10
株J,809.50,884.40,791.90,807.20
株K,878.70,928.90,852.80,872.30
株K,660.60,746.70,641.50,649.90
株X,630.90,682.60,595.30,611.10
株P,327.10,419.70,298.00,306.30
株S,436.80,519.60,417.60,431.10
株H,786.70,861.30,770.60,789.80
株N,421.40,505.70,400.80,419.50
株A,771.70,856.30,765.10,770.50
株D,774.70,869.00,749.40,752.80
株U,686.50,780.00,666.00,685.50
株L,486.80,552.20,438.40,446.40
株X,501.10,580.40,466.50,472.00
株B,575.60,637.20,530.20,533.90
株G,557.30,656.40,532.00,536.70
株F,875.90,933.30,870.00,871.40
株O,362.70,418.90,312.70,328.90
株U,498.20,564.70,456.30,474.60
株X,763.30,849.60,747.50,751.40
株G,889.00,956.10,867.20,868.30
株C,993.30,1083.20,984.00,994.80
株Y,518.30,577.50,499.70,516.20
株S,846.00,919.30,796.90,799.00
株W,396.60,462.90,366.10,368.90
株C,456.00,517.30,439.10,450.50
株L,808.60,898.70,778.00,793.20
株I,638.80,738.80,601.80,616.90
株N,338.40,432.30,325.40,342.30
株N,580.80,680.10,568.40,577.00
株P,647.90,718.00,646.20,658.10
株O,344.50,433.30,308.80,316.00
株R,525.60,579.90,481.20,489.60
株E,422.80,474.90,385.80,388.80
株K,324.50,378.80,315.60,331.10
株U,834.00,901.60,801.70,806.90
株T,824.80,906.60,823.30,842.70
株W,859.70,942.60,833.20,849.60
株X,502.60,559.80,490.70,497.50
株V,522.20,589.70,483.40,502.40
株K,321.70,405.90,301.70,305.10
株L,462.00,554.40,420.70,425.20
株N,813.60,873.90,768.50,788.30
株X,681.30,748.70,641.40,648.80
株C,718.50,817.90,703.90,718.00
株J,955.70,1014.00,938.10,949.00
株A,826.00,890.00,817.10,831.90
株C,987.90,1050.50,959.00,964.80
株V,833.80,889.40,796.20,798.20
株Y,441.10,496.00,404.50,406.50
株V,661.50,719.50,615.50,622.00
株H,741.00,840.50,724.40,727.70
株E,635.30,691.40,624.60,635.70
株Y,415.50,471.40,367.90,378.80
株I,659.20,737.20,633.30,642.80
株F,879.50,947.80,876.70,885.40
株H,884.10,978.50,851.70,864.10
株M,949.20,1040.10,906.10,918.60
株W,677.50,739.60,675.80,688.40
株B,695.80,758.30,657.10,670.20
株V,602.80,661.40,598.10,613.70
株F,477.40,532.40,438.00,444.60
株I,809.80,866.00,808.30,810.50
株Y,719.50,792.40,682.00,695.70
株R,632.30,688.10,618.50,637.40
株W,976.60,1068.40,965.80,976.70
株N,472.20,546.90,431.90,441.70
株D,977.90,1075.10,942.30,955.10
株R,551.10,648.70,504.50,509.60
株N,673.80,749.30,644.70,645.70
株S,884.60,975.20,852.80,871.80
株E,573.30,656.50,552.90,564.20
株Y,780.50,848.80,753.60,772.30
株S,867.50,942.70,835.90,848.70
株W,612.50,698.80,603.60,610.70
株U,776.00,861.50,751.80,758.50
株P,678.40,752.70,660.00,667.00
株Q,380.90,437.90,370.90,372.00
株D,510.40,570.50,462.90,482.00
株M,839.40,926.10,792.40,808.70
株I,837.10,917.20,804.00,810.30
株S,908.00,970.90,860.30,863.00
株P,822.90,877.50,805.30,808.20
株L,489.80,579.50,467.50,471.20
株L,937.00,998.00,898.50,903.30
株S,791.60,870.00,777.00,796.20
株U,596.40,659.40,595.30,597.80
株K,567.30,663.70,518.70,536.80
株S,479.50,575.80,455.70,458.50
株F,987.00,1079.00,946.80,959.50
株P,927.40,995.10,886.20,892.80
株D,588.60,655.80,541.10,560.30
株V,674.20,746.80,625.40,639.70
株E,955.10,1051.30,943.60,949.90
株N,888.00,969.80,854.90,858.30
株P,651.10,709.20,630.90,633.90
株K,862.00,945.30,848.70,864.30
株U,358.80,436.20,326.80,330.60
株R,641.00,695.20,628.20,632.10
株T,974.00,1035.10,928.70,945.90
株P,652.10,715.70,602.30,622.00
株O,632.90,715.60,587.30,606.40
株K,737.00,795.90,709.30,726.00
株C,488.70,572.20,445.20,461.40
株D,740.90,825.80,717.00,722.90
株S,889.70,983.70,858.60,865.90
株T,488.30,568.90,471.20,489.50
株W,388.00,459.30,375.80,394.50
株G,523.60,604.00,505.20,525.20
株M,522.70,621.70,478.10,496.30
株N,647.40,717.90,611.80,627.30
株S,396.40,462.30,365.80,367.90
株X,549.30,627.60,499.50,518.10
株N,451.50,513.60,413.30,431.30
株Q,300.30,373.00,287.60,292.50
株J,332.50,409.60,313.10,328.00
株I,856.10,955.00,823.00,831.20
株W,854.40,950.90,839.80,856.80
株H,483.40,542.20,474.50,488.10
株M,477.30,549.90,445.90,464.40
株D,556.20,622.80,529.50,544.30
株T,653.90,744.90,646.40,650.90
株X,718.40,784.40,668.50,671.90
株G,698.40,786.50,672.10,691.90
株H,385.40,481.40,365.40,377.50
株O,534.80,630.50,510.60,512.20
株Y,479.40,555.60,430.00,440.10
株Q,511.10,586.00,508.40,513.70
株D,604.70,701.80,603.70,619.40
株Y,765.70,860.10,744.10,749.70
株S,662.10,756.90,657.50,659.10
株P,733.50,824.10,699.40,717.40
株P,709.60,763.30,686.90,697.60
株Q,439.40,507.70,395.20,413.80
株O,459.20,556.90,436.30,443.20
株X,798.60,871.60,753.90,760.10
株M,661.50,758.60,626.50,632.00
株D,662.50,717.40,647.70,650.60
株K,750.70,846.10,727.30,733.10
株Q,951.80,1022.40,925.60,941.80
株W,487.70,558.50,464.50,469.30
株L,327.50,426.80,325.20,339.30
株Q,778.80,851.50,737.50,740.70
株I,990.00,1074.00,969.20,974.90
株W,847.40,905.30,810.10,812.80
株A,387.00,445.60,354.30,373.50
株Y,561.60,641.30,517.20,525.60
株N,390.80,472.90,350.80,368.90
株O,519.00,606.80,503.70,523.30
株C,701.80,764.20,691.50,701.80
株D,581.80,665.20,537.20,552.60
株W,771.30,829.80,725.20,737.20
株O,601.70,659.40,585.70,586.70
株W,830.70,910.50,815.30,825.80
株V,611.10,683.40,602.40,620.20
株L,783.60,852.50,737.70,740.90
株D,971.90,1051.90,938.60,941.80
株K,411.30,476.00,364.60,382.10
株P,984.20,1073.20,940.10,955.10
株H,775.50,854.60,725.80,743.40
株U,840.70,931.60,794.70,805.90
株I,707.70,796.00,696.20,709.50
株A,640.90,710.30,592.70,610.10
株S,902.80,958.70,859.90,866.30
株X,548.80,644.80,538.80,551.60
株D,656.40,733.70,645.70,662.00
株O,366.00,456.90,343.00,349.90
株K,958.40,1041.40,928.10,938.60
株X,584.60,662.60,572.70,587.40
株Y,859.30,933.80,816.00,830.20
株S,376.60,469.80,359.80,363.90
株C,304.00,385.50,288.40,305.70
株I,779.80,869.60,732.00,735.40
株P,999.90,1094.70,965.30,976.60
株R,882.50,970.30,853.90,865.90
株I,622.10,677.20,575.70,578.60
株L,391.20,443.40,377.10,387.40
株L,964.00,1034.60,921.90,938.50
株A,352.40,430.10,315.50,335.20
株Q,426.10,506.00,379.70,387.00
株L,707.60,760.30,667.00,685.90
株E,733.80,807.40,692.90,701.00
株Y,315.40,412.10,299.20,318.70
株D,441.20,517.80,401.40,408.70
株L,414.00,477.90,388.70,407.50
株U,527.00,601.10,518.90,524.10
株D,469.80,556.90,451.90,453.60
株T,380.60,450.50,363.00,381.70
株M,636.30,690.40,595.90,599.90
株Q,415.30,481.30,395.80,407.40
株M,699.50,752.00,693.70,704.80
株Y,647.70,700.90,625.70,632.90
株Y,472.10,545.60,468.00,470.80
株Y,326.70,380.10,277.40,286.20
株C,548.50,646.30,516.10,528.90
株K,301.40,398.40,259.70,278.60
株J,803.00,890.60,798.60,806.00
株K,804.00,893.10,786.30,791.80
株N,412.40,472.40,376.80,390.90
株R,808.90,872.00,789.60,808.80
株T,355.60,438.20,344.20,350.50
株O,335.70,405.50,292.10,294.00
株C,816.10,877.20,795.80,810.10
株D,451.20,551.20,430.00,437.70
株O,418.20,469.30,376.60,379.30
株Y,863.60,921.30,843.60,848.50
株R,339.00,425.40,315.50,334.10
株I,884.30,959.90,867.50,883.10
株M,799.90,879.80,783.30,797.80
株B,670.00,722.00,653.00,660.80
株B,509.80,594.20,463.00,478.50
株F,889.50,957.40,870.80,874.60
株N,902.50,965.10,877.40,896.50
株N,483.10,554.50,440.40,442.40
株R,804.50,859.40,778.70,789.70
株U,431.10,511.00,403.10,416.40
株K,988.50,1077.60,981.20,985.70
株E,578.60,663.00,540.70,553.90
株R,388.40,442.60,380.10,382.40
株O,585.40,652.90,544.80,558.20
株P,351.90,447.00,304.10,316.80
株O,758.20,810.70,726.70,737.40
株B,805.40,862.50,759.60,761.30
株R,676.00,738.30,673.40,683.00
株I,576.30,642.40,541.70,557.60
株J,698.60,762.30,681.30,687.80
株K,525.80,590.40,513.00,528.70
株F,487.30,548.20,471.40,481.30
株E,982.80,1041.90,979.50,995.50
株X,951.60,1040.60,930.40,945.10
株W,610.80,682.10,593.60,606.20
株O,614.40,692.80,601.40,618.00
株J,515.90,608.60,480.50,484.50
株F,896.90,993.60,875.00,876.00
株D,588.80,661.20,579.40,587.10
株C,499.70,556.30,453.50,459.90
株U,818.90,890.90,788.90,795.10
株H,956.40,1049.00,955.20,960.10
株N,421.80,496.50,408.50,410.10
株K,570.20,637.80,542.00,549.10
株O,964.80,1054.90,944.80,953.30
株P,751.90,809.20,728.60,738.10
株R,442.50,510.90,431.80,447.80
株U,887.50,965.30,876.70,894.20
株C,656.90,749.80,620.70,635.60
株K,343.90,438.30,336.00,345.80
株N,362.90,418.00,330.70,335.70
株Y,954.90,1040.80,939.50,942.60
株C,593.20,673.30,571.50,578.90
株Y,979.10,1029.20,937.10,943.60
株A,334.00,418.70,284.10,291.50
株C,581.30,655.20,565.70,572.70
株P,408.80,502.70,377.70,389.20
株O,780.50,842.70,766.20,774.90
株F,614.50,673.50,573.90,578.10
株Q,336.60,418.80,334.60,342.60
株Y,699.50,780.10,680.20,691.40
株C,708.60,789.20,705.80,717.70
株A,540.80,628.80,504.90,518.10
株H,336.60,407.10,330.50,343.40
株L,915.80,1014.40,907.10,922.90
株F,691.10,759.00,679.40,685.50
株O,622.60,686.30,597.00,607.10
株S,950.40,1000.60,915.00,932.40
株U,683.20,769.60,637.10,639.30
株W,789.20,840.40,755.70,773.00
株Q,300.00,392.80,275.70,278.30
株D,663.40,730.30,644.80,652.10
株V,766.70,844.70,760.70,778.50
株W,332.10,426.30,285.60,289.80
株V,986.30,1085.20,940.00,942.30
株X,510.40,588.10,478.30,496.40
株D,362.20,435.60,324.30,330.60
株Y,829.50,883.40,809.20,825.40
株O,794.00,852.70,744.70,761.80
株T,965.60,1062.10,922.70,937.40
株G,801.50,891.30,774.90,780.60
株F,310.00,402.80,305.20,320.20
株M,329.90,381.00,287.20,301.60
株Y,785.20,866.20,774.00,793.60
株B,920.50,982.40,905.60,908.70
株E,802.50,878.80,796.00,806.60
株Y,368.90,443.60,329.20,337.10
株K,301.40,386.60,298.50,318.20
株R,453.60,526.40,438.50,454.50
株H,335.10,398.40,305.70,316.60
株X,777.60,830.10,747.30,766.50
株R,982.20,1063.20,969.00,985.70
株N,808.20,863.10,782.00,787.80
株F,684.10,770.10,634.40,647.40
株P,949.50,1031.70,900.60,912.70
株B,426.70,481.90,381.20,399.30
株S,656.60,735.60,614.10,630.90
株Q,857.50,924.20,853.60,871.00
株M,921.20,998.20,895.70,906.20
株J,553.00,608.20,530.50,544.40
株V,728.20,795.40,689.70,696.20
株F,675.10,738.70,645.20,653.80
株P,789.20,857.50,769.30,777.10
株W,572.70,672.70,527.40,539.80
株Y,450.50,538.10,432.30,435.90
株Q,802.70,893.10,794.40,812.30
株O,734.20,786.20,719.40,736.80
株U,847.90,933.20,819.30,834.60
株T,498.90,571.70,452.90,466.40
株N,669.40,728.00,666.10,670.80
株T,570.00,627.20,528.80,538.60
株A,886.60,959.00,841.90,854.70
株L,335.30,386.00,299.60,303.80
株J,726.40,808.00,689.40,694.90
株L,366.10,453.20,318.00,332.00
株P,677.40,730.30,652.70,661.90
株Y,608.50,704.40,574.90,590.00
株I,899.80,957.20,870.20,888.90
株K,450.60,526.80,426.70,442.90
株C,406.90,484.00,399.00,401.00
株S,410.00,480.50,391.10,408.70
株Y,954.10,1030.10,943.00,952.30
株Q,583.50,659.50,565.70,566.80
株E,419.40,487.60,400.00,409.20
株V,375.60,470.10,329.20,332.50
株M,652.40,707.20,621.70,641.10
株M,881.30,951.50,832.70,835.40
株X,677.00,768.40,630.30,641.70
株L,361.90,454.40,324.70,343.10
株Q,973.30,1035.60,938.60,954.80
株F,782.20,862.60,767.50,773.60
株B,830.50,921.00,824.70,831.00
株A,656.00,708.10,642.90,658.40
株R,515.30,567.30,514.10,523.60
株R,315.10,401.70,279.40,293.70
株X,518.80,597.10,504.70,515.10
株Q,860.60,936.30,829.40,844.60
株T,871.00,962.50,834.90,854.30
株G,437.90,489.10,416.00,431.00
株L,992.60,1057.60,990.70,1001.70
株U,965.50,1053.10,961.10,968.30
株E,668.40,744.30,645.60,665.40
株U,561.70,649.80,544.10,561.00
株K,466.70,526.90,430.30,443.30
株H,930.20,1001.20,904.20,907.10
株R,652.80,752.30,624.50,641.70
株M,667.50,723.10,653.90,662.70
株E,487.60,555.20,437.80,454.50
株S,428.90,503.70,403.70,423.10
株F,701.90,757.20,685.40,698.30
株L,971.40,1071.30,938.00,948.30
株K,328.70,412.20,300.10,302.20
株J,867.30,928.00,837.70,847.00
株N,726.90,824.40,702.90,706.60
株H,479.90,555.80,450.90,455.30
株F,588.80,684.20,550.30,554.20
株B,631.20,698.80,610.80,612.30
株X,551.60,607.70,526.40,527.40
株V,361.60,444.40,331.00,344.60
株F,546.10,640.30,532.20,544.80
株F,620.80,690.30,601.80,621.10
株N,529.60,608.40,523.50,542.00
株K,606.70,682.80,595.30,601.80
株E,736.00,808.80,717.70,723.20
株G,842.20,937.60,810.10,820.50
株D,705.00,783.10,700.50,702.00
株X,623.00,719.00,606.90,623.60
株E,621.40,714.30,577.70,592.10
株M,496.90,580.30,457.80,471.20
